TrackID,TrackName,TrackUri,Labels,ReleaseDate,Duration,PlayCount,Image
1,Beautiful Things,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,"Night Street Records, Inc./Warner Records Inc.",1/18/2024,180304,446094020,image1.jpg
2,"TEXAS HOLD ""EM",spotify:track:7AYmToZ5y67fBjq4RLFbuq,Parkwood Entertainment/Columbia,2/10/2024,233456,233185258,image2.jpg
3,CARNIVAL,spotify:track:3w0w2T288dec0mgeZZqoNN,Ye,2/9/2024,264324,283613742,image3.jpg
4,Cruel Summer,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,8/23/2019,178426,1944055542,image4.jpg
5,greedy,spotify:track:3rUGC1vUpkDG9CZFHMur1t,RCA Records Label,9/15/2023,131872,1008950731,image5.jpg
6,La Diabla,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Interscope Records,11/30/2023,172264,497784758,image6.jpg
7,Lose Control,spotify:track:17phhZDn6oGtzMe56NuWvj,Warner Records,9/15/2023,210688,472699746,image7.jpg
8,"One Of The Girls (with JENNIE, Lily Rose Depp)",spotify:track:1VNWdmXSbaNrnWod10WIL0,Universal Republic Records,2/9/2024,244684,677539497,image8.jpg
9,Stick Season,spotify:track:0mflMxspEfB0VbI1kyLiAv,Mercury Records/Republic Records,10/14/2022,182346,756155084,image9.jpg
10,My Love Mine All Mine,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Dead Oceans,9/15/2023,137773,804143495,image10.jpg
11,End of Beginning,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,9/16/2022,159245,311043552,image11.jpg
12,redrum,spotify:track:52eIcoLUM25zbQupAZYoFh,"Slaughter Gang, LLC/Epic Records",1/12/2024,270697,286583773,image12.jpg
13,Praise Jah In The Moonlight,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley Music,12/27/2023,263040,198739017,image13.jpg
14,LUNA,spotify:track:7bywjHOc0wSjGGbj04XbVi,UMLE - Latino,12/1/2023,196800,389981010,image14.jpg
15,Lovin On Me,spotify:track:4xhsWYTOGcal8zt0J161CU,Generation Now/Atlantic,11/10/2023,138411,545320916,image15.jpg
16,Unwritten,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Sony Music CG,8/30/2004,259333,800979811,image16.jpg
17,Saturn,spotify:track:1bjeWoagtHmUKputLVyDxQ,Top Dawg Entertainment/RCA Records,2/22/2024,186191,113951625,image17.jpg
18,I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,Domino Recording Co,9/9/2013,183956,1995440339,image18.jpg
19,La Víctima,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Interscope Records,8/17/2023,156345,415375514,image19.jpg
20,Gata Only,spotify:track:6XjDF6nds4DE2BBbagZol6,FloyyMenor under exclusive license to UnitedMasters LLC,2/2/2024,222000,176497223,image20.jpg
21,Training Season,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,Warner Records,2/15/2024,209487,118972780,image21.jpg
22,Popular (with Playboi Carti & Madonna),spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,Universal Republic Records,2/9/2024,215466,697039518,image22.jpg
23,Houdini,spotify:track:4OMJGnvZfDvsePyCwRGO7X,Warner Records,11/9/2023,185917,367140270,image23.jpg
24,LA FALDA,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,WEA Latina,9/18/2023,174229,235917969,image24.jpg
25,PERRO NEGRO,spotify:track:7iQXYTyuG13aoeHxGG28Nh,Rimas Entertainment LLC,10/13/2023,162767,554206783,image25.jpg
26,Seven (feat. Latto) (Explicit Ver.),spotify:track:2HRgqmZQC0MC7GeNuDIXHN,BIGHIT MUSIC,11/3/2023,183550,1508707380,image26.jpg
27,"yes, and?",spotify:track:7gaA3wERFkFkgivjwbSvkG,Republic Records,1/12/2024,214994,309047423,image27.jpg
28,The Night We Met,spotify:track:3hRV0jL3vUpRrcy398teAU,IAMSOUND,4/7/2015,208211,1918155219,image28.jpg
29,QLONA,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,Bichota/Interscope Records,8/10/2023,172797,719444191,image29.jpg
30,Flowers,spotify:track:7DSAEUvxU8FajXtRloy8M0,Columbia,8/18/2023,200600,1886847998,image30.jpg
31,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Warner Records/Major Recordings,9/1/2023,172964,663409775,image31.jpg
32,vampire,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo PS,9/8/2023,219724,879553472,image32.jpg
33,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,Universal Republic Records,11/25/2016,230453,3144205202,image33.jpg
34,Snooze,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Top Dawg Entertainment/RCA Records,12/9/2022,201800,876428827,image34.jpg
35,I Remember Everything (feat. Kacey Musgraves),spotify:track:4KULAymBBJcPRpk1yO4dOG,Warner Records,8/25/2023,227195,482939321,image35.jpg
36,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw,FAX Records/Epic,7/28/2023,200255,520103333,image36.jpg
37,Paint The Town Red,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Kemosabe Records/RCA Records,9/20/2023,230480,956368973,image37.jpg
38,Riptide,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Atlantic Records,9/8/2014,204280,2418213609,image38.jpg
39,Just the Way You Are,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Atlantic Records,10/5/2010,220734,1995999142,image39.jpg
40,FE!N (feat. Playboi Carti),spotify:track:42VsgItocQwOQC3XWZ8JNA,Cactus Jack/Epic,7/28/2023,191700,458960998,image40.jpg
41,Standing Next to You - Sped Up - Remix,spotify:track:0paWX66K9n7sYR9AkKkyzB,Pablo Nunes,2/28/2024,211104,95774,image41.jpg
42,Igual Que Un Ángel (with Peso Pluma),spotify:track:6XaJfhwof7qIgbbXO5tIQI,Geffen Records,1/12/2024,260370,202340924,image42.jpg
43,BURN,spotify:track:04CyMEHliadfQWMUJb1w99,Ye,2/9/2024,111458,101046125,image43.jpg
44,CONTIGO (with Tiësto),spotify:track:4UkUxO2WlKLc0Q1iEutGGh,Bichota/Interscope Records,2/15/2024,192786,88672424,image44.jpg
45,Never Lose Me,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,"""94 Sounds/RCA Records",11/30/2023,125901,190345357,image45.jpg
46,Daylight,spotify:track:1odExI7RdWc4BT515LTAwj,"Miserable Music Group, LLC",4/14/2023,212953,1011146253,image46.jpg
47,BELLAKEO,spotify:track:05WVKTdZhlIMX4qqMLuo0f,Double P Records,12/7/2023,197333,277204644,image47.jpg
48,As It Was,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Columbia,5/20/2022,167303,3117182079,image48.jpg
49,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Darkroom/Interscope Records,7/13/2023,222369,760930288,image49.jpg
50,Murder On The Dancefloor,spotify:track:4tKGFmENO69tZR9ahgZu48,Polydor Records,6/6/2002,230013,447779166,image50.jpg
51,FIRST LOVE,spotify:track:3QQAeMQbbjZXVFbF8DgFWT,"Badsin Records, LLC",12/7/2023,169440,160891916,image51.jpg
52,Feather,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Island Records,3/17/2023,185552,345948498,image52.jpg
